title,authors,published,summary,url
Demonstration Attack against In-Context Learning for Code Intelligence,"Yifei Ge, Weisong Sun, Yihang Lou, Chunrong Fang, Yiran Zhang, Yiming Li, Xiaofang Zhang, Yang Liu, Zhihong Zhao, Zhenyu Chen",2024-10-03,"Recent advancements in large language models (LLMs) have revolutionized code
intelligence by improving programming productivity and alleviating challenges
faced by software developers. To further improve the performance of LLMs on
specific code intelligence tasks and reduce training costs, researchers reveal
a new capability of LLMs: in-context learning (ICL). ICL allows LLMs to learn
from a few demonstrations within a specific context, achieving impressive
results without parameter updating. However, the rise of ICL introduces new
security vulnerabilities in the code intelligence field. In this paper, we
explore a novel security scenario based on the ICL paradigm, where attackers
act as third-party ICL agencies and provide users with bad ICL content to
mislead LLMs outputs in code intelligence tasks. Our study demonstrates the
feasibility and risks of such a scenario, revealing how attackers can leverage
malicious demonstrations to construct bad ICL content and induce LLMs to
produce incorrect outputs, posing significant threats to system security. We
propose a novel method to construct bad ICL content called DICE, which is
composed of two stages: Demonstration Selection and Bad ICL Construction,
constructing targeted bad ICL content based on the user query and transferable
across different query inputs. Ultimately, our findings emphasize the critical
importance of securing ICL mechanisms to protect code intelligence systems from
adversarial manipulation.",http://arxiv.org/pdf/2410.02841v1
Towards a Self-rescuing System for UAVs Under GNSS Attack,"Giulio Rigoni, Nicola Scremin, Mauro Conti",2024-10-03,"There has been substantial growth in the UAV market along with an expansion
in their applications. However, the successful execution of a UAV mission is
very often dependent on the use of a GNSS. Unfortunately, the vulnerability of
GNSS signals, due to their lack of encryption and authentication, poses a
significant cybersecurity issue. This vulnerability makes various attacks,
particularly the ""GNSS spoofing attack,"" and ""GNSS jamming attack"" easily
executable. Generally speaking, during this attack, the drone is manipulated
into altering its path, usually resulting in an immediate forced landing or
crash. As far as we know, we are the first to propose a lightweight-solution
that enable a drone to autonomously rescue itself, assuming it is under GNSS
attack and the GNSS is no longer available, and return safely to its initial
takeoff position, thereby preventing any potential crashes. During the flight,
wind plays a critical role as it can instantaneously alter the drone's
position. To solve this problem, we have devised a highly effective 2-phases
solution: (i) Forward Phase, for monitoring and recording the forward journey,
and (ii) Backward Phase, that generates a backward route, based on the Forward
Phase and wind presence. The final solution ensures strong performance in
consistently returning the drone to the original position, even in wind
situations, while maintaining a very fast computation time.",http://arxiv.org/pdf/2410.02442v1
Optimizing Adaptive Attacks against Content Watermarks for Language Models,"Abdulrahman Diaa, Toluwani Aremu, Nils Lukas",2024-10-03,"Large Language Models (LLMs) can be \emph{misused} to spread online spam and
misinformation. Content watermarking deters misuse by hiding a message in
model-generated outputs, enabling their detection using a secret watermarking
key. Robustness is a core security property, stating that evading detection
requires (significant) degradation of the content's quality. Many LLM
watermarking methods have been proposed, but robustness is tested only against
\emph{non-adaptive} attackers who lack knowledge of the watermarking method and
can find only suboptimal attacks. We formulate the robustness of LLM
watermarking as an objective function and propose preference-based optimization
to tune \emph{adaptive} attacks against the specific watermarking method. Our
evaluation shows that (i) adaptive attacks substantially outperform
non-adaptive baselines. (ii) Even in a non-adaptive setting, adaptive attacks
optimized against a few known watermarks remain highly effective when tested
against other unseen watermarks, and (iii) optimization-based attacks are
practical and require less than seven GPU hours. Our findings underscore the
need to test robustness against adaptive attackers.",http://arxiv.org/pdf/2410.02440v1
Jailbreak Antidote: Runtime Safety-Utility Balance via Sparse Representation Adjustment in Large Language Models,"Guobin Shen, Dongcheng Zhao, Yiting Dong, Xiang He, Yi Zeng",2024-10-03,"As large language models (LLMs) become integral to various applications,
ensuring both their safety and utility is paramount. Jailbreak attacks, which
manipulate LLMs into generating harmful content, pose significant challenges to
this balance. Existing defenses, such as prompt engineering and safety
fine-tuning, often introduce computational overhead, increase inference
latency, and lack runtime flexibility. Moreover, overly restrictive safety
measures can degrade model utility by causing refusals of benign queries. In
this paper, we introduce Jailbreak Antidote, a method that enables real-time
adjustment of LLM safety preferences by manipulating a sparse subset of the
model's internal states during inference. By shifting the model's hidden
representations along a safety direction with varying strengths, we achieve
flexible control over the safety-utility balance without additional token
overhead or inference delays. Our analysis reveals that safety-related
information in LLMs is sparsely distributed; adjusting approximately 5% of the
internal state is as effective as modifying the entire state. Extensive
experiments on nine LLMs (ranging from 2 billion to 72 billion parameters),
evaluated against ten jailbreak attack methods and compared with six defense
strategies, validate the effectiveness and efficiency of our approach. By
directly manipulating internal states during reasoning, Jailbreak Antidote
offers a lightweight, scalable solution that enhances LLM safety while
preserving utility, opening new possibilities for real-time safety mechanisms
in widely-deployed AI systems.",http://arxiv.org/pdf/2410.02298v1
Alignment of Cybersecurity Incident Prioritisation with Incident Response Management Maturity Capabilities,"Abdulaziz Gulay, Leandros Maglaras",2024-10-03,"The increasing frequency and sophistication of cybersecurity incidents pose
significant challenges to organisations, highlighting the critical need for
robust incident response capabilities. This paper explores a possible
utilisation of IR CMMs assessments to systematically prioritise incidents based
on their impact, severity, and the incident response capabilities of an
organisation in specific areas associated with human and organisational
factors. The findings reveal common weaknesses in incident response, such as
inadequate training and poor communication, and highlight best practices,
including regular training programs, clear communication protocols, and
well-documented response procedures. The analysis also emphasises the
importance of organisational culture in enhancing incident response
capabilities. By addressing the gap in understanding how the output of IRM
assessments can be immediately utilised to prioritise high-risk incidents, this
paper contributes valuable insights to academia and practice, offering a
structured approach to enhancing organisational resilience against
cybersecurity threats.",http://arxiv.org/pdf/2410.02259v1
MTDNS: Moving Target Defense for Resilient DNS Infrastructure,"Abdullah Aydeger, Pei Zhou, Sanzida Hoque, Marco Carvalho, Engin Zeydan",2024-10-03,"One of the most critical components of the Internet that an attacker could
exploit is the DNS (Domain Name System) protocol and infrastructure.
Researchers have been constantly developing methods to detect and defend
against the attacks against DNS, specifically DNS flooding attacks. However,
most solutions discard packets for defensive approaches, which can cause
legitimate packets to be dropped, making them highly dependable on detection
strategies. In this paper, we propose MTDNS, a resilient MTD-based approach
that employs Moving Target Defense techniques through Software Defined
Networking (SDN) switches to redirect traffic to alternate DNS servers that are
dynamically created and run under the Network Function Virtualization (NFV)
framework. The proposed approach is implemented in a testbed environment by
running our DNS servers as separate Virtual Network Functions, NFV Manager, SDN
switches, and an SDN Controller. The experimental result shows that the MTDNS
approach achieves a much higher success rate in resolving DNS queries and
significantly reduces average latency even if there is a DNS flooding attack.",http://arxiv.org/pdf/2410.02254v1
Mitigating Downstream Model Risks via Model Provenance,"Keyu Wang, Abdullah Norozi Iranzad, Scott Schaffter, Doina Precup, Jonathan Lebensold",2024-10-03,"Research and industry are rapidly advancing the innovation and adoption of
foundation model-based systems, yet the tools for managing these models have
not kept pace. Understanding the provenance and lineage of models is critical
for researchers, industry, regulators, and public trust. While model cards and
system cards were designed to provide transparency, they fall short in key
areas: tracing model genealogy, enabling machine readability, offering reliable
centralized management systems, and fostering consistent creation incentives.
This challenge mirrors issues in software supply chain security, but AI/ML
remains at an earlier stage of maturity. Addressing these gaps requires
industry-standard tooling that can be adopted by foundation model publishers,
open-source model innovators, and major distribution platforms. We propose a
machine-readable model specification format to simplify the creation of model
records, thereby reducing error-prone human effort, notably when a new model
inherits most of its design from a foundation model. Our solution explicitly
traces relationships between upstream and downstream models, enhancing
transparency and traceability across the model lifecycle. To facilitate the
adoption, we introduce the unified model record (UMR) repository , a
semantically versioned system that automates the publication of model records
to multiple formats (PDF, HTML, LaTeX) and provides a hosted web interface
(https://modelrecord.com/). This proof of concept aims to set a new standard
for managing foundation models, bridging the gap between innovation and
responsible model management.",http://arxiv.org/pdf/2410.02230v1
The Role of piracy in quantum proofs,"Anne Broadbent, Alex B. Grilo, Supartha Podder, Jamie Sikora",2024-10-03,"A well-known feature of quantum information is that it cannot, in general, be
cloned. Recently, a number of quantum-enabled information-processing tasks have
demonstrated various forms of uncloneability; among these forms, piracy is an
adversarial model that gives maximal power to the adversary, in controlling
both a cloning-type attack, as well as the evaluation/verification stage. Here,
we initiate the study of anti-piracy proof systems, which are proof systems
that inherently prevent piracy attacks. We define anti-piracy proof systems,
demonstrate such a proof system for an oracle problem, and also describe a
candidate anti-piracy proof system for NP. We also study quantum proof systems
that are cloneable and settle the famous QMA vs. QMA(2) debate in this setting.
Lastly, we discuss how one can approach the QMA vs. QCMA question, by studying
its cloneable variants.",http://arxiv.org/pdf/2410.02228v1
Buckle Up: Robustifying LLMs at Every Customization Stage via Data Curation,"Xiaoqun Liu, Jiacheng Liang, Luoxi Tang, Chenyu You, Muchao Ye, Zhaohan Xi",2024-10-03,"Large language models (LLMs) are extensively adapted for downstream
applications through a process known as ""customization,"" with fine-tuning being
a common method for integrating domain-specific expertise. However, recent
studies have revealed a vulnerability that tuning LLMs with malicious samples
can compromise their robustness and amplify harmful content, an attack known as
""jailbreaking."" To mitigate such attack, we propose an effective defensive
framework utilizing data curation to revise commonsense texts and enhance their
safety implication from the perspective of LLMs. The curated texts can mitigate
jailbreaking attacks at every stage of the customization process: before
customization to immunize LLMs against future jailbreak attempts, during
customization to neutralize jailbreaking risks, or after customization to
restore the compromised models. Since the curated data strengthens LLMs through
the standard fine-tuning workflow, we do not introduce additional modules
during LLM inference, thereby preserving the original customization process.
Experimental results demonstrate a substantial reduction in jailbreaking
effects, with up to a 100% success in generating responsible responses.
Notably, our method is effective even with commonsense texts, which are often
more readily available than safety-relevant data. With the every-stage
defensive framework and supporting experimental performance, this work
represents a significant advancement in mitigating jailbreaking risks and
ensuring the secure customization of LLMs.",http://arxiv.org/pdf/2410.02220v2
BACKTIME: Backdoor Attacks on Multivariate Time Series Forecasting,"Xiao Lin, Zhining Liu, Dongqi Fu, Ruizhong Qiu, Hanghang Tong",2024-10-03,"Multivariate Time Series (MTS) forecasting is a fundamental task with
numerous real-world applications, such as transportation, climate, and
epidemiology. While a myriad of powerful deep learning models have been
developed for this task, few works have explored the robustness of MTS
forecasting models to malicious attacks, which is crucial for their trustworthy
employment in high-stake scenarios. To address this gap, we dive deep into the
backdoor attacks on MTS forecasting models and propose an effective attack
method named BackTime.By subtly injecting a few stealthy triggers into the MTS
data, BackTime can alter the predictions of the forecasting model according to
the attacker's intent. Specifically, BackTime first identifies vulnerable
timestamps in the data for poisoning, and then adaptively synthesizes stealthy
and effective triggers by solving a bi-level optimization problem with a
GNN-based trigger generator. Extensive experiments across multiple datasets and
state-of-the-art MTS forecasting models demonstrate the effectiveness,
versatility, and stealthiness of \method{} attacks. The code is available at
\url{https://github.com/xiaolin-cs/BackTime}.",http://arxiv.org/pdf/2410.02195v1
BadCM: Invisible Backdoor Attack Against Cross-Modal Learning,"Zheng Zhang, Xu Yuan, Lei Zhu, Jingkuan Song, Liqiang Nie",2024-10-03,"Despite remarkable successes in unimodal learning tasks, backdoor attacks
against cross-modal learning are still underexplored due to the limited
generalization and inferior stealthiness when involving multiple modalities.
Notably, since works in this area mainly inherit ideas from unimodal visual
attacks, they struggle with dealing with diverse cross-modal attack
circumstances and manipulating imperceptible trigger samples, which hinders
their practicability in real-world applications. In this paper, we introduce a
novel bilateral backdoor to fill in the missing pieces of the puzzle in the
cross-modal backdoor and propose a generalized invisible backdoor framework
against cross-modal learning (BadCM). Specifically, a cross-modal mining scheme
is developed to capture the modality-invariant components as target poisoning
areas, where well-designed trigger patterns injected into these regions can be
efficiently recognized by the victim models. This strategy is adapted to
different image-text cross-modal models, making our framework available to
various attack scenarios. Furthermore, for generating poisoned samples of high
stealthiness, we conceive modality-specific generators for visual and
linguistic modalities that facilitate hiding explicit trigger patterns in
modality-invariant regions. To the best of our knowledge, BadCM is the first
invisible backdoor method deliberately designed for diverse cross-modal attacks
within one unified framework. Comprehensive experimental evaluations on two
typical applications, i.e., cross-modal retrieval and VQA, demonstrate the
effectiveness and generalization of our method under multiple kinds of attack
scenarios. Moreover, we show that BadCM can robustly evade existing backdoor
defenses. Our code is available at https://github.com/xandery-geek/BadCM.",http://arxiv.org/pdf/2410.02182v1
Controlled Generation of Natural Adversarial Documents for Stealthy Retrieval Poisoning,"Collin Zhang, Tingwei Zhang, Vitaly Shmatikov",2024-10-03,"Recent work showed that retrieval based on embedding similarity (e.g., for
retrieval-augmented generation) is vulnerable to poisoning: an adversary can
craft malicious documents that are retrieved in response to broad classes of
queries. We demonstrate that previous, HotFlip-based techniques produce
documents that are very easy to detect using perplexity filtering. Even if
generation is constrained to produce low-perplexity text, the resulting
documents are recognized as unnatural by LLMs and can be automatically filtered
from the retrieval corpus.
  We design, implement, and evaluate a new controlled generation technique that
combines an adversarial objective (embedding similarity) with a ""naturalness""
objective based on soft scores computed using an open-source, surrogate LLM.
The resulting adversarial documents (1) cannot be automatically detected using
perplexity filtering and/or other LLMs, except at the cost of significant false
positives in the retrieval corpus, yet (2) achieve similar poisoning efficacy
to easily-detectable documents generated using HotFlip, and (3) are
significantly more effective than prior methods for energy-guided generation,
such as COLD.",http://arxiv.org/pdf/2410.02163v1
RiskSEA : A Scalable Graph Embedding for Detecting On-chain Fraudulent Activities on the Ethereum Blockchain,"Ayush Agarwal, Lv Lu, Arjun Maheswaran, Varsha Mahadevan, Bhaskar Krishnamachari",2024-10-03,"Like any other useful technology, cryptocurrencies are sometimes used for
criminal activities. While transactions are recorded on the blockchain, there
exists a need for a more rapid and scalable method to detect addresses
associated with fraudulent activities. We present RiskSEA, a scalable risk
scoring system capable of effectively handling the dynamic nature of
large-scale blockchain transaction graphs. The risk scoring system, which we
implement for Ethereum, consists of 1. a scalable approach to generating
node2vec embedding for entire set of addresses to capture the graph topology 2.
transaction-based features to capture the transactional behavioral pattern of
an address 3. a classifier model to generate risk score for addresses that
combines the node2vec embedding and behavioral features. Efficiently generating
node2vec embedding for large scale and dynamically evolving blockchain
transaction graphs is challenging, we present two novel approaches for
generating node2vec embeddings and effectively scaling it to the entire set of
blockchain addresses: 1. node2vec embedding propagation and 2. dynamic node2vec
embedding. We present a comprehensive analysis of the proposed approaches. Our
experiments show that combining both behavioral and node2vec features boosts
the classification performance significantly, and that the dynamic node2vec
embeddings perform better than the node2vec propagated embeddings.",http://arxiv.org/pdf/2410.02160v1
A Watermark for Black-Box Language Models,"Dara Bahri, John Wieting, Dana Alon, Donald Metzler",2024-10-02,"Watermarking has recently emerged as an effective strategy for detecting the
outputs of large language models (LLMs). Most existing schemes require
\emph{white-box} access to the model's next-token probability distribution,
which is typically not accessible to downstream users of an LLM API. In this
work, we propose a principled watermarking scheme that requires only the
ability to sample sequences from the LLM (i.e. \emph{black-box} access), boasts
a \emph{distortion-free} property, and can be chained or nested using multiple
secret keys. We provide performance guarantees, demonstrate how it can be
leveraged when white-box access is available, and show when it can outperform
existing white-box schemes via comprehensive experiments.",http://arxiv.org/pdf/2410.02099v1
DomainHarvester: Harvesting Infrequently Visited Yet Trustworthy Domain Names,"Daiki Chiba, Hiroki Nakano, Takashi Koide",2024-10-02,"In cybersecurity, allow lists play a crucial role in distinguishing safe
websites from potential threats. Conventional methods for compiling allow
lists, focusing heavily on website popularity, often overlook infrequently
visited legitimate domains. This paper introduces DomainHarvester, a system
aimed at generating allow lists that include trustworthy yet infrequently
visited domains. By adopting an innovative bottom-up methodology that leverages
the web's hyperlink structure, DomainHarvester identifies legitimate yet
underrepresented domains. The system uses seed URLs to gather domain names,
employing machine learning with a Transformer-based approach to assess their
trustworthiness. DomainHarvester has developed two distinct allow lists: one
with a global focus and another emphasizing local relevance. Compared to six
existing top lists, DomainHarvester's allow lists show minimal overlaps, 4\%
globally and 0.1\% locally, while significantly reducing the risk of including
malicious domains, thereby enhancing security. The contributions of this
research are substantial, illuminating the overlooked aspect of trustworthy yet
underrepresented domains and introducing DomainHarvester, a system that goes
beyond traditional popularity-based metrics. Our methodology enhances the
inclusivity and precision of allow lists, offering significant advantages to
users and businesses worldwide, especially in non-English speaking regions.",http://arxiv.org/pdf/2410.02097v1
DomainDynamics: Lifecycle-Aware Risk Timeline Construction for Domain Names,"Daiki Chiba, Hiroki Nakano, Takashi Koide",2024-10-02,"The persistent threat posed by malicious domain names in cyber-attacks
underscores the urgent need for effective detection mechanisms. Traditional
machine learning methods, while capable of identifying such domains, often
suffer from high false positive and false negative rates due to their extensive
reliance on historical data. Conventional approaches often overlook the dynamic
nature of domain names, the purposes and ownership of which may evolve,
potentially rendering risk assessments outdated or irrelevant. To address these
shortcomings, we introduce DomainDynamics, a novel system designed to predict
domain name risks by considering their lifecycle stages. DomainDynamics
constructs a timeline for each domain, evaluating the characteristics of each
domain at various points in time to make informed, temporal risk
determinations. In an evaluation experiment involving over 85,000 actual
malicious domains from malware and phishing incidents, DomainDynamics
demonstrated a significant improvement in detection rates, achieving an 82.58\%
detection rate with a low false positive rate of 0.41\%. This performance
surpasses that of previous studies and commercial services, improving detection
capability substantially.",http://arxiv.org/pdf/2410.02096v1
DomainLynx: Leveraging Large Language Models for Enhanced Domain Squatting Detection,"Daiki Chiba, Hiroki Nakano, Takashi Koide",2024-10-02,"Domain squatting poses a significant threat to Internet security, with
attackers employing increasingly sophisticated techniques. This study
introduces DomainLynx, an innovative compound AI system leveraging Large
Language Models (LLMs) for enhanced domain squatting detection. Unlike existing
methods focusing on predefined patterns for top-ranked domains, DomainLynx
excels in identifying novel squatting techniques and protecting less prominent
brands. The system's architecture integrates advanced data processing,
intelligent domain pairing, and LLM-powered threat assessment. Crucially,
DomainLynx incorporates specialized components that mitigate LLM
hallucinations, ensuring reliable and context-aware detection. This approach
enables efficient analysis of vast security data from diverse sources,
including Certificate Transparency logs, Passive DNS records, and zone files.
Evaluated on a curated dataset of 1,649 squatting domains, DomainLynx achieved
94.7\% accuracy using Llama-3-70B. In a month-long real-world test, it detected
34,359 squatting domains from 2.09 million new domains, outperforming baseline
methods by 2.5 times. This research advances Internet security by providing a
versatile, accurate, and adaptable tool for combating evolving domain squatting
threats. DomainLynx's approach paves the way for more robust, AI-driven
cybersecurity solutions, enhancing protection for a broader range of online
entities and contributing to a safer digital ecosystem.",http://arxiv.org/pdf/2410.02095v1
Impact of White-Box Adversarial Attacks on Convolutional Neural Networks,"Rakesh Podder, Sudipto Ghosh",2024-10-02,"Autonomous vehicle navigation and healthcare diagnostics are among the many
fields where the reliability and security of machine learning models for image
data are critical. We conduct a comprehensive investigation into the
susceptibility of Convolutional Neural Networks (CNNs), which are widely used
for image data, to white-box adversarial attacks. We investigate the effects of
various sophisticated attacks -- Fast Gradient Sign Method, Basic Iterative
Method, Jacobian-based Saliency Map Attack, Carlini & Wagner, Projected
Gradient Descent, and DeepFool -- on CNN performance metrics, (e.g., loss,
accuracy), the differential efficacy of adversarial techniques in increasing
error rates, the relationship between perceived image quality metrics (e.g.,
ERGAS, PSNR, SSIM, and SAM) and classification performance, and the comparative
effectiveness of iterative versus single-step attacks. Using the MNIST,
CIFAR-10, CIFAR-100, and Fashio_MNIST datasets, we explore the effect of
different attacks on the CNNs performance metrics by varying the
hyperparameters of CNNs. Our study provides insights into the robustness of
CNNs against adversarial threats, pinpoints vulnerabilities, and underscores
the urgent need for developing robust defense mechanisms to protect CNNs and
ensuring their trustworthy deployment in real-world scenarios.",http://arxiv.org/pdf/2410.02043v1
EAB-FL: Exacerbating Algorithmic Bias through Model Poisoning Attacks in Federated Learning,"Syed Irfan Ali Meerza, Jian Liu",2024-10-02,"Federated Learning (FL) is a technique that allows multiple parties to train
a shared model collaboratively without disclosing their private data. It has
become increasingly popular due to its distinct privacy advantages. However, FL
models can suffer from biases against certain demographic groups (e.g., racial
and gender groups) due to the heterogeneity of data and party selection.
Researchers have proposed various strategies for characterizing the group
fairness of FL algorithms to address this issue. However, the effectiveness of
these strategies in the face of deliberate adversarial attacks has not been
fully explored. Although existing studies have revealed various threats (e.g.,
model poisoning attacks) against FL systems caused by malicious participants,
their primary aim is to decrease model accuracy, while the potential of
leveraging poisonous model updates to exacerbate model unfairness remains
unexplored. In this paper, we propose a new type of model poisoning attack,
EAB-FL, with a focus on exacerbating group unfairness while maintaining a good
level of model utility. Extensive experiments on three datasets demonstrate the
effectiveness and efficiency of our attack, even with state-of-the-art fairness
optimization algorithms and secure aggregation rules employed.",http://arxiv.org/pdf/2410.02042v1
XChainWatcher: Monitoring and Identifying Attacks in Cross-Chain Bridges,"André Augusto, Rafael Belchior, Jonas Pfannschmidt, André Vasconcelos, Miguel Correia",2024-10-02,"Cross-chain bridges are widely used blockchain interoperability mechanisms.
However, several of these bridges have vulnerabilities that have caused 3.2
billion dollars in losses since May 2021. Some studies have revealed the
existence of these vulnerabilities, but little quantitative research is
available, and there are no safeguard mechanisms to protect bridges from such
attacks. We propose XChainWatcher, the first mechanism for monitoring bridges
and detecting attacks against them. XChainWatcher relies on a cross-chain model
powered by a Datalog engine, designed to be pluggable into any cross-chain
bridge. Analyzing data from the Ronin and Nomad bridges, we successfully
identified the transactions that led to losses of \$611M and \$190M USD,
respectively. XChainWatcher not only uncovers successful attacks but also
reveals unintended behavior, such as 37 cross-chain transactions (cctx) that
these bridges should not have accepted, failed attempts to exploit Nomad, over
\$7.8M locked on one chain but never released on Ethereum, and \$200K lost due
to inadequate interaction with bridges. We provide the first open-source
dataset of 81,000 cctxs across three blockchains, capturing \$585M and \$3.7B
in token transfers in Nomad and Ronin, respectively.",http://arxiv.org/pdf/2410.02029v1
Adaptively Private Next-Token Prediction of Large Language Models,"James Flemings, Meisam Razaviyayn, Murali Annavaram",2024-10-02,"As Large Language Models (LLMs) proliferate, developing privacy safeguards
for these models is crucial. One popular safeguard involves training LLMs in a
differentially private manner. However, such solutions are shown to be
computationally expensive and detrimental to the utility of these models. Since
LLMs are deployed on the cloud and thus only accessible via an API, a Machine
Learning as a Service (MLaaS) provider can protect its downstream data by
privatizing the predictions during the decoding process. However, the
practicality of such solutions still largely lags behind DP training methods.
One recent promising approach, Private Mixing of Ensemble Distributions
(PMixED), avoids additive noise by sampling from the output distributions of
private LLMs mixed with the output distribution of a public model. Yet, PMixED
must satisfy a fixed privacy level for a given number of queries, which is
difficult for an analyst to estimate before inference and, hence, does not
scale. To this end, we relax the requirements to a more practical setting by
introducing Adaptive PMixED (AdaPMixED), a private decoding framework based on
PMixED that is adaptive to the private and public output distributions
evaluated on a given input query. In this setting, we introduce a noisy
screening mechanism that filters out queries with potentially expensive privacy
loss, and a data-dependent analysis that exploits the divergence of the private
and public output distributions in its privacy loss calculation. Our
experimental evaluations demonstrate that our mechanism and analysis can reduce
the privacy loss by 16x while preserving the utility over the original PMixED.
Furthermore, performing 100K predictions with AdaPMixED still achieves strong
utility and a reasonable data-dependent privacy loss of 5.25.",http://arxiv.org/pdf/2410.02016v1
Differentially Private Parameter-Efficient Fine-tuning for Large ASR Models,"Hongbin Liu, Lun Wang, Om Thakkar, Abhradeep Thakurta, Arun Narayanan",2024-10-02,"Large ASR models can inadvertently leak sensitive information, which can be
mitigated by formal privacy measures like differential privacy (DP). However,
traditional DP training is computationally expensive, and can hurt model
performance. Our study explores DP parameter-efficient fine-tuning as a way to
mitigate privacy risks with smaller computation and performance costs for ASR
models. Through extensive experimentation and progressive optimization, we
achieve 4.6%/8.1% word error rate on LibriSpeech clean/other test-sets, setting
a new performance benchmark while maintaining (10, 3.52e-6)-DP in fine-tuning a
large ASR model with over 600M parameters.",http://arxiv.org/pdf/2410.01948v1
Social Media Authentication and Combating Deepfakes using Semi-fragile Invisible Image Watermarking,"Aakash Varma Nadimpalli, Ajita Rattani",2024-10-02,"With the significant advances in deep generative models for image and video
synthesis, Deepfakes and manipulated media have raised severe societal
concerns. Conventional machine learning classifiers for deepfake detection
often fail to cope with evolving deepfake generation technology and are
susceptible to adversarial attacks. Alternatively, invisible image watermarking
is being researched as a proactive defense technique that allows media
authentication by verifying an invisible secret message embedded in the image
pixels. A handful of invisible image watermarking techniques introduced for
media authentication have proven vulnerable to basic image processing
operations and watermark removal attacks. In response, we have proposed a
semi-fragile image watermarking technique that embeds an invisible secret
message into real images for media authentication. Our proposed watermarking
framework is designed to be fragile to facial manipulations or tampering while
being robust to benign image-processing operations and watermark removal
attacks. This is facilitated through a unique architecture of our proposed
technique consisting of critic and adversarial networks that enforce high image
quality and resiliency to watermark removal efforts, respectively, along with
the backbone encoder-decoder and the discriminator networks. Thorough
experimental investigations on SOTA facial Deepfake datasets demonstrate that
our proposed model can embed a $64$-bit secret as an imperceptible image
watermark that can be recovered with a high-bit recovery accuracy when benign
image processing operations are applied while being non-recoverable when unseen
Deepfake manipulations are applied. In addition, our proposed watermarking
technique demonstrates high resilience to several white-box and black-box
watermark removal attacks. Thus, obtaining state-of-the-art performance.",http://arxiv.org/pdf/2410.01906v1
The potential of LLM-generated reports in DevSecOps,"Nikolaos Lykousas, Vasileios Argyropoulos, Fran Casino",2024-10-02,"Alert fatigue is a common issue faced by software teams using the DevSecOps
paradigm. The overwhelming number of warnings and alerts generated by security
and code scanning tools, particularly in smaller teams where resources are
limited, leads to desensitization and diminished responsiveness to security
warnings, potentially exposing systems to vulnerabilities. This paper explores
the potential of LLMs in generating actionable security reports that emphasize
the financial impact and consequences of detected security issues, such as
credential leaks, if they remain unaddressed. A survey conducted among
developers indicates that LLM-generated reports significantly enhance the
likelihood of immediate action on security issues by providing clear,
comprehensive, and motivating insights. Integrating these reports into
DevSecOps workflows can mitigate attention saturation and alert fatigue,
ensuring that critical security warnings are addressed effectively.",http://arxiv.org/pdf/2410.01899v1
KeyVisor -- A Lightweight ISA Extension for Protected Key Handles with CPU-enforced Usage Policies,"Fabian Schwarz, Jan Philipp Thoma, Christian Rossow, Tim Güneysu",2024-10-02,"The confidentiality of cryptographic keys is essential for the security of
protection schemes used for communication, file encryption, and outsourced
computation. Beyond cryptanalytic attacks, adversaries can steal keys from
memory via software exploits or side channels, enabling them to, e.g., tamper
with secrets or impersonate key owners. Therefore, existing defenses protect
keys in dedicated devices or isolated memory, or store them only in encrypted
form. However, these designs often provide unfavorable tradeoffs, sacrificing
performance, fine-grained access control, or deployability.
  In this paper, we present KeyVisor, a lightweight ISA extension that securely
offloads the handling of cryptographic keys to the CPU. KeyVisor provides CPU
instructions that enable applications to request protected key handles and
perform AEAD cipher operations on them. The underlying keys are accessible only
by KeyVisor, and thus never leak to memory. KeyVisor's direct CPU integration
enables fast crypto operations and hardware-enforced key usage restrictions,
e.g., keys usable only for de-/encryption, with a limited lifetime, or with a
process binding. Furthermore, privileged software, e.g., the monitor firmware
of TEEs, can revoke keys or bind them to a specific process/TEE. We implement
KeyVisor for RISC-V based on Rocket Chip, evaluate its performance, and
demonstrate real-world use cases, including key-value databases, automotive
feature licensing, and a read-only network middlebox.",http://arxiv.org/pdf/2410.01777v1
LightSC: The Making of a Usable Security Classification Tool for DevSecOps,"Manish Shrestha, Christian Johansen, Johanna Johansen",2024-10-02,"DevSecOps, as the extension of DevOps with security training and tools, has
become a popular way of developing modern software, especially in the Internet
of Things arena, due to its focus on rapid development, with short release
cycles, involving the user/client very closely. Security classification
methods, on the other hand, are heavy and slow processes that require high
expertise in security, the same as in other similar areas such as risk analysis
or certification. As such, security classification methods are hardly
compatible with the DevSecOps culture, which to the contrary, has moved away
from the traditional style of penetration testing done only when the software
product is in the final stages or already deployed.
  In this work, we first propose five principles for a security classification
to be \emph{DevOps-ready}, two of which will be the focus for the rest of the
paper, namely to be tool-based and easy to use for non-security experts, such
as ordinary developers or system architects. We then exemplify how one can make
a security classification methodology DevOps-ready. We do this through an
interaction design process, where we create and evaluate the usability of a
tool implementing the chosen methodology. Since such work seems to be new
within the usable security community, and even more so in the software
development (DevOps) community, we extract from our process a general,
three-steps `recipe' that others can follow when making their own security
methodologies DevOps-ready. The tool that we build is in itself a contribution
of this process, as it can be independently used, extended, and/or integrated
by developer teams into their DevSecOps tool-chains. Our tool is perceived (by
the test subjects) as most useful in the design phase, but also during the
testing phase where the security class would be one of the metrics used to
evaluate the quality of their software.",http://arxiv.org/pdf/2410.01762v1
