title,authors,published,summary,url
Autoregressive Moving-average Attention Mechanism for Time Series Forecasting,"Jiecheng Lu, Xu Han, Yan Sun, Shihao Yang",2024-10-04,"We propose an Autoregressive (AR) Moving-average (MA) attention structure
that can adapt to various linear attention mechanisms, enhancing their ability
to capture long-range and local temporal patterns in time series. In this
paper, we first demonstrate that, for the time series forecasting (TSF) task,
the previously overlooked decoder-only autoregressive Transformer model can
achieve results comparable to the best baselines when appropriate tokenization
and training methods are applied. Moreover, inspired by the ARMA model from
statistics and recent advances in linear attention, we introduce the full ARMA
structure into existing autoregressive attention mechanisms. By using an
indirect MA weight generation method, we incorporate the MA term while
maintaining the time complexity and parameter size of the underlying efficient
attention models. We further explore how indirect parameter generation can
produce implicit MA weights that align with the modeling requirements for local
temporal impacts. Experimental results show that incorporating the ARMA
structure consistently improves the performance of various AR attentions on TSF
tasks, achieving state-of-the-art results.",http://arxiv.org/pdf/2410.03159v1
Mathematical Formalism for Memory Compression in Selective State Space Models,Siddhanth Bhat,2024-10-04,"State space models (SSMs) have emerged as a powerful framework for modelling
long-range dependencies in sequence data. Unlike traditional recurrent neural
networks (RNNs) and convolutional neural networks (CNNs), SSMs offer a
structured and stable approach to sequence modelling, leveraging principles
from control theory and dynamical systems. However, a key challenge in sequence
modelling is compressing long-term dependencies into a compact hidden state
representation without losing critical information.
  In this paper, we develop a rigorous mathematical framework for understanding
memory compression in selective state space models. We introduce a selective
gating mechanism that dynamically filters and updates the hidden state based on
input relevance, allowing for efficient memory compression. We formalize the
trade-off between memory efficiency and information retention using
information-theoretic tools, such as mutual information and rate-distortion
theory. Our analysis provides theoretical bounds on the amount of information
that can be compressed without sacrificing model performance.
  We also derive theorems that prove the stability and convergence of the
hidden state in selective SSMs, ensuring reliable long-term memory retention.
Computational complexity analysis reveals that selective SSMs offer significant
improvements in memory efficiency and processing speed compared to traditional
RNN-based models. Through empirical validation on sequence modelling tasks such
as time-series forecasting and natural language processing, we demonstrate that
selective SSMs achieve state-of-the-art performance while using less memory and
computational resources.",http://arxiv.org/pdf/2410.03158v1
MELODI: Exploring Memory Compression for Long Contexts,"Yinpeng Chen, DeLesley Hutchins, Aren Jansen, Andrey Zhmoginov, David Racz, Jesper Andersen",2024-10-04,"We present MELODI, a novel memory architecture designed to efficiently
process long documents using short context windows. The key principle behind
MELODI is to represent short-term and long-term memory as a hierarchical
compression scheme across both network layers and context windows.
Specifically, the short-term memory is achieved through recurrent compression
of context windows across multiple layers, ensuring smooth transitions between
windows. In contrast, the long-term memory performs further compression within
a single middle layer and aggregates information across context windows,
effectively consolidating crucial information from the entire history. Compared
to a strong baseline - the Memorizing Transformer employing dense attention
over a large long-term memory (64K key-value pairs) - our method demonstrates
superior performance on various long-context datasets while remarkably reducing
the memory footprint by a factor of 8.",http://arxiv.org/pdf/2410.03156v1
Remaining Useful Life Prediction: A Study on Multidimensional Industrial Signal Processing and Efficient Transfer Learning Based on Large Language Models,"Yan Chen, Cheng Liu",2024-10-04,"Remaining useful life (RUL) prediction is crucial for maintaining modern
industrial systems, where equipment reliability and operational safety are
paramount. Traditional methods, based on small-scale deep learning or
physical/statistical models, often struggle with complex, multidimensional
sensor data and varying operating conditions, limiting their generalization
capabilities. To address these challenges, this paper introduces an innovative
regression framework utilizing large language models (LLMs) for RUL prediction.
By leveraging the modeling power of LLMs pre-trained on corpus data, the
proposed model can effectively capture complex temporal dependencies and
improve prediction accuracy. Extensive experiments on the Turbofan engine's RUL
prediction task show that the proposed model surpasses state-of-the-art (SOTA)
methods on the challenging FD002 and FD004 subsets and achieves near-SOTA
results on the other subsets. Notably, different from previous research, our
framework uses the same sliding window length and all sensor signals for all
subsets, demonstrating strong consistency and generalization. Moreover,
transfer learning experiments reveal that with minimal target domain data for
fine-tuning, the model outperforms SOTA methods trained on full target domain
data. This research highlights the significant potential of LLMs in industrial
signal processing and RUL prediction, offering a forward-looking solution for
health management in future intelligent industrial systems.",http://arxiv.org/pdf/2410.03134v1
Autoregressive Action Sequence Learning for Robotic Manipulation,"Xinyu Zhang, Yuhan Liu, Haonan Chang, Liam Schramm, Abdeslam Boularias",2024-10-04,"Autoregressive models have demonstrated remarkable success in natural
language processing. In this work, we design a simple yet effective
autoregressive architecture for robotic manipulation tasks. We propose the
Chunking Causal Transformer (CCT), which extends the next-single-token
prediction of causal transformers to support multi-token prediction in a single
pass. Further, we design a novel attention interleaving strategy that allows
CCT to be trained efficiently with teacher-forcing. Based on CCT, we propose
the Autoregressive Policy (ARP) model, which learns to generate action
sequences autoregressively. We find that action sequence learning enables
better leverage of the underlying causal relationships in robotic tasks. We
evaluate ARP across diverse robotic manipulation environments, including
Push-T, ALOHA, and RLBench, and show that it outperforms the state-of-the-art
methods in all tested environments, while being more efficient in computation
and parameter sizes. Video demonstrations, our source code, and the models of
ARP can be found at http://github.com/mlzxy/arp.",http://arxiv.org/pdf/2410.03132v1
AIME: AI System Optimization via Multiple LLM Evaluators,"Bhrij Patel, Souradip Chakraborty, Wesley A. Suttle, Mengdi Wang, Amrit Singh Bedi, Dinesh Manocha",2024-10-04,"Text-based AI system optimization typically involves a feedback loop scheme
where a single LLM generates an evaluation in natural language of the current
output to improve the next iteration's output. However, in this work, we
empirically demonstrate that for a practical and complex task (code generation)
with multiple criteria to evaluate, utilizing only one LLM evaluator tends to
let errors in generated code go undetected, thus leading to incorrect
evaluations and ultimately suboptimal test case performance. Motivated by this
failure case, we assume there exists an optimal evaluation policy that samples
an evaluation between response and ground truth. We then theoretically prove
that a linear combination of multiple evaluators can approximate this optimal
policy. From this insight, we propose AI system optimization via Multiple LLM
Evaluators (AIME). AIME is an evaluation protocol that utilizes multiple LLMs
that each independently generate an evaluation on separate criteria and then
combine them via concatenation. We provide an extensive empirical study showing
AIME outperforming baseline methods in code generation tasks, with up to $62\%$
higher error detection rate and up to $16\%$ higher success rate than a single
LLM evaluation protocol on LeetCodeHard and HumanEval datasets. We also show
that the selection of the number of evaluators and which criteria to utilize is
non-trivial as it can impact pact success rate by up to $12\%$.",http://arxiv.org/pdf/2410.03131v1
ARB-LLM: Alternating Refined Binarizations for Large Language Models,"Zhiteng Li, Xianglong Yan, Tianao Zhang, Haotong Qin, Dong Xie, Jiang Tian, zhongchao shi, Linghe Kong, Yulun Zhang, Xiaokang Yang",2024-10-04,"Large Language Models (LLMs) have greatly pushed forward advancements in
natural language processing, yet their high memory and computational demands
hinder practical deployment. Binarization, as an effective compression
technique, can shrink model weights to just 1 bit, significantly reducing the
high demands on computation and memory. However, current binarization methods
struggle to narrow the distribution gap between binarized and full-precision
weights, while also overlooking the column deviation in LLM weight
distribution. To tackle these issues, we propose ARB-LLM, a novel 1-bit
post-training quantization (PTQ) technique tailored for LLMs. To narrow the
distribution shift between binarized and full-precision weights, we first
design an alternating refined binarization (ARB) algorithm to progressively
update the binarization parameters, which significantly reduces the
quantization error. Moreover, considering the pivot role of calibration data
and the column deviation in LLM weights, we further extend ARB to ARB-X and
ARB-RC. In addition, we refine the weight partition strategy with column-group
bitmap (CGB), which further enhance performance. Equipping ARB-X and ARB-RC
with CGB, we obtain ARB-LLM$_\text{X}$ and ARB-LLM$_\text{RC}$ respectively,
which significantly outperform state-of-the-art (SOTA) binarization methods for
LLMs. As a binary PTQ method, our ARB-LLM$_\text{RC}$ is the first to surpass
FP16 models of the same size. The code and models will be available at
https://github.com/ZHITENGLI/ARB-LLM.",http://arxiv.org/pdf/2410.03129v1
Understanding Decision Subjects' Engagement with and Perceived Fairness of AI Models When Opportunities of Qualification Improvement Exist,"Meric Altug Gemalmaz, Ming Yin",2024-10-04,"We explore how an AI model's decision fairness affects people's engagement
with and perceived fairness of the model if they are subject to its decisions,
but could repeatedly and strategically respond to these decisions. Two types of
strategic responses are considered -- people could determine whether to
continue interacting with the model, and whether to invest in themselves to
improve their chance of future favorable decisions from the model. Via three
human-subject experiments, we found that in decision subjects' strategic,
repeated interactions with an AI model, the model's decision fairness does not
change their willingness to interact with the model or to improve themselves,
even when the model exhibits unfairness on salient protected attributes.
However, decision subjects still perceive the AI model to be less fair when it
systematically biases against their group, especially if the difficulty of
improving one's qualification for the favorable decision is larger for the
lowly-qualified people.",http://arxiv.org/pdf/2410.03126v1
RIPPLECOT: Amplifying Ripple Effect of Knowledge Editing in Language Models via Chain-of-Thought In-Context Learning,"Zihao Zhao, Yuchen Yang, Yijiang Li, Yinzhi Cao",2024-10-04,"The ripple effect poses a significant challenge in knowledge editing for
large language models. Namely, when a single fact is edited, the model
struggles to accurately update the related facts in a sequence, which is
evaluated by multi-hop questions linked to a chain of related facts. Recent
strategies have moved away from traditional parameter updates to more flexible,
less computation-intensive methods, proven to be more effective in addressing
the ripple effect. In-context learning (ICL) editing uses a simple
demonstration `Imagine that + new fact` to guide LLMs, but struggles with
complex multi-hop questions as the new fact alone fails to specify the chain of
facts involved in such scenarios. Besides, memory-based editing maintains
additional storage for all edits and related facts, requiring continuous
updates to stay effective. As a result of these design limitations, the
challenge remains, with the highest accuracy being only 33.8% on the MQuAKE-cf
benchmarks for Vicuna-7B. To address this, we propose RippleCOT, a novel ICL
editing approach integrating Chain-of-Thought (COT) reasoning. RippleCOT
structures demonstrations as `newfact, question, thought, answer`,
incorporating a thought component to identify and decompose the multi-hop logic
within questions. This approach effectively guides the model through complex
multi-hop questions with chains of related facts. Comprehensive experiments
demonstrate that RippleCOT significantly outperforms the state-of-the-art on
the ripple effect, achieving accuracy gains ranging from 7.8% to 87.1%.",http://arxiv.org/pdf/2410.03122v1
ProcBench: Benchmark for Multi-Step Reasoning and Following Procedure,"Ippei Fujisawa, Sensho Nobe, Hiroki Seto, Rina Onda, Yoshiaki Uchida, Hiroki Ikoma, Pei-Chun Chien, Ryota Kanai",2024-10-04,"Reasoning is central to a wide range of intellectual activities, and while
the capabilities of large language models (LLMs) continue to advance, their
performance in reasoning tasks remains limited. The processes and mechanisms
underlying reasoning are not yet fully understood, but key elements include
path exploration, selection of relevant knowledge, and multi-step inference.
Problems are solved through the synthesis of these components. In this paper,
we propose a benchmark that focuses on a specific aspect of reasoning ability:
the direct evaluation of multi-step inference. To this end, we design a special
reasoning task where multi-step inference is specifically focused by largely
eliminating path exploration and implicit knowledge utilization. Our dataset
comprises pairs of explicit instructions and corresponding questions, where the
procedures necessary for solving the questions are entirely detailed within the
instructions. This setup allows models to solve problems solely by following
the provided directives. By constructing problems that require varying numbers
of steps to solve and evaluating responses at each step, we enable a thorough
assessment of state-of-the-art LLMs' ability to follow instructions. To ensure
the robustness of our evaluation, we include multiple distinct tasks.
Furthermore, by comparing accuracy across tasks, utilizing step-aware metrics,
and applying separately defined measures of complexity, we conduct experiments
that offer insights into the capabilities and limitations of LLMs in reasoning
tasks. Our findings have significant implications for the development of LLMs
and highlight areas for future research in advancing their reasoning abilities.
Our dataset is available at
\url{https://huggingface.co/datasets/ifujisawa/procbench} and code at
\url{https://github.com/ifujisawa/proc-bench}.",http://arxiv.org/pdf/2410.03117v1
LoRC: Low-Rank Compression for LLMs KV Cache with a Progressive Compression Strategy,"Rongzhi Zhang, Kuang Wang, Liyuan Liu, Shuohang Wang, Hao Cheng, Chao Zhang, Yelong Shen",2024-10-04,"The Key-Value (KV) cache is a crucial component in serving transformer-based
autoregressive large language models (LLMs), enabling faster inference by
storing previously computed KV vectors. However, its memory consumption scales
linearly with sequence length and batch size, posing a significant bottleneck
in LLM deployment. Existing approaches to mitigate this issue include: (1)
efficient attention variants integrated in upcycling stages, which requires
extensive parameter tuning thus unsuitable for pre-trained LLMs; (2) KV cache
compression at test time, primarily through token eviction policies, which
often overlook inter-layer dependencies and can be task-specific.
  This paper introduces an orthogonal approach to KV cache compression. We
propose a low-rank approximation of KV weight matrices, allowing for plug-in
integration with existing transformer-based LLMs without model retraining. To
effectively compress KV cache at the weight level, we adjust for layerwise
sensitivity and introduce a progressive compression strategy, which is
supported by our theoretical analysis on how compression errors accumulate in
deep networks. Our method is designed to function without model tuning in
upcycling stages or task-specific profiling in test stages. Extensive
experiments with LLaMA models ranging from 8B to 70B parameters across various
tasks show that our approach significantly reduces the GPU memory footprint
while maintaining performance.",http://arxiv.org/pdf/2410.03111v1
Mamba in Vision: A Comprehensive Survey of Techniques and Applications,"Md Maklachur Rahman, Abdullah Aman Tutul, Ankur Nath, Lamyanba Laishram, Soon Ki Jung, Tracy Hammond",2024-10-04,"Mamba is emerging as a novel approach to overcome the challenges faced by
Convolutional Neural Networks (CNNs) and Vision Transformers (ViTs) in computer
vision. While CNNs excel at extracting local features, they often struggle to
capture long-range dependencies without complex architectural modifications. In
contrast, ViTs effectively model global relationships but suffer from high
computational costs due to the quadratic complexity of their self-attention
mechanisms. Mamba addresses these limitations by leveraging Selective
Structured State Space Models to effectively capture long-range dependencies
with linear computational complexity. This survey analyzes the unique
contributions, computational benefits, and applications of Mamba models while
also identifying challenges and potential future research directions. We
provide a foundational resource for advancing the understanding and growth of
Mamba models in computer vision. An overview of this work is available at
https://github.com/maklachur/Mamba-in-Computer-Vision.",http://arxiv.org/pdf/2410.03105v1
Strategic Insights from Simulation Gaming of AI Race Dynamics,"Ross Gruetzemacher, Shahar Avin, James Fox, Alexander K Saeri",2024-10-04,"We present insights from ""Intelligence Rising"", a scenario exploration
exercise about possible AI futures. Drawing on the experiences of facilitators
who have overseen 43 games over a four-year period, we illuminate recurring
patterns, strategies, and decision-making processes observed during gameplay.
Our analysis reveals key strategic considerations about AI development
trajectories in this simulated environment, including: the destabilising
effects of AI races, the crucial role of international cooperation in
mitigating catastrophic risks, the challenges of aligning corporate and
national interests, and the potential for rapid, transformative change in AI
capabilities. We highlight places where we believe the game has been effective
in exposing participants to the complexities and uncertainties inherent in AI
governance. Key recurring gameplay themes include the emergence of
international agreements, challenges to the robustness of such agreements, the
critical role of cybersecurity in AI development, and the potential for
unexpected crises to dramatically alter AI trajectories. By documenting these
insights, we aim to provide valuable foresight for policymakers, industry
leaders, and researchers navigating the complex landscape of AI development and
governance.",http://arxiv.org/pdf/2410.03092v1
Integrating Natural Language Prompting Tasks in Introductory Programming Courses,"Chris Kerslake, Paul Denny, David H Smith IV, James Prather, Juho Leinonen, Andrew Luxton-Reilly, Stephen MacNeil",2024-10-04,"Introductory programming courses often emphasize mastering syntax and basic
constructs before progressing to more complex and interesting programs. This
bottom-up approach can be frustrating for novices, shifting the focus away from
problem solving and potentially making computing less appealing to a broad
range of students. The rise of generative AI for code production could
partially address these issues by fostering new skills via interaction with AI
models, including constructing high-level prompts and evaluating code that is
automatically generated. In this experience report, we explore the inclusion of
two prompt-focused activities in an introductory course, implemented across
four labs in a six-week module. The first requires students to solve
computational problems by writing natural language prompts, emphasizing
problem-solving over syntax. The second involves students crafting prompts to
generate code equivalent to provided fragments, to foster an understanding of
the relationship between prompts and code. Most of the students in the course
had reported finding programming difficult to learn, often citing frustrations
with syntax and debugging. We found that self-reported difficulty with learning
programming had a strong inverse relationship with performance on traditional
programming assessments such as tests and projects, as expected. However,
performance on the natural language tasks was less strongly related to
self-reported difficulty, suggesting they may target different skills. Learning
how to communicate with AI coding models is becoming an important skill, and
natural language prompting tasks may appeal to a broad range of students.",http://arxiv.org/pdf/2410.03063v1
Towards an Improved Metric for Evaluating Disentangled Representations,"Sahib Julka, Yashu Wang, Michael Granitzer",2024-10-04,"Disentangled representation learning plays a pivotal role in making
representations controllable, interpretable and transferable. Despite its
significance in the domain, the quest for reliable and consistent quantitative
disentanglement metric remains a major challenge. This stems from the
utilisation of diverse metrics measuring different properties and the potential
bias introduced by their design. Our work undertakes a comprehensive
examination of existing popular disentanglement evaluation metrics, comparing
them in terms of measuring aspects of disentanglement (viz. Modularity,
Compactness, and Explicitness), detecting the factor-code relationship, and
describing the degree of disentanglement. We propose a new framework for
quantifying disentanglement, introducing a metric entitled \emph{EDI}, that
leverages the intuitive concept of \emph{exclusivity} and improved factor-code
relationship to minimize ad-hoc decisions. An in-depth analysis reveals that
EDI measures essential properties while offering more stability than existing
metrics, advocating for its adoption as a standardised approach.",http://arxiv.org/pdf/2410.03056v1
Permissive Information-Flow Analysis for Large Language Models,"Shoaib Ahmed Siddiqui, Radhika Gaonkar, Boris Köpf, David Krueger, Andrew Paverd, Ahmed Salem, Shruti Tople, Lukas Wutschitz, Menglin Xia, Santiago Zanella-Béguelin",2024-10-04,"Large Language Models (LLMs) are rapidly becoming commodity components of
larger software systems. This poses natural security and privacy problems:
poisoned data retrieved from one component can change the model's behavior and
compromise the entire system, including coercing the model to spread
confidential data to untrusted components. One promising approach is to tackle
this problem at the system level via dynamic information flow (aka taint)
tracking. Unfortunately, the traditional approach of propagating the most
restrictive input label to the output is too conservative for applications
where LLMs operate on inputs retrieved from diverse sources. In this paper, we
propose a novel, more permissive approach to propagate information flow labels
through LLM queries. The key idea behind our approach is to propagate only the
labels of the samples that were influential in generating the model output and
to eliminate the labels of unnecessary input. We implement and investigate the
effectiveness of two variations of this approach, based on (i) prompt-based
retrieval augmentation, and (ii) a $k$-nearest-neighbors language model. We
compare these with the baseline of an introspection-based influence estimator
that directly asks the language model to predict the output label. The results
obtained highlight the superiority of our prompt-based label propagator, which
improves the label in more than 85% of the cases in an LLM agent setting. These
findings underscore the practicality of permissive label propagation for
retrieval augmentation.",http://arxiv.org/pdf/2410.03055v1
Scalable Frame-based Construction of Sociocultural NormBases for Socially-Aware Dialogues,"Shilin Qu, Weiqing Wang, Xin Zhou, Haolan Zhan, Zhuang Li, Lizhen Qu, Linhao Luo, Yuan-Fang Li, Gholamreza Haffari",2024-10-04,"Sociocultural norms serve as guiding principles for personal conduct in
social interactions, emphasizing respect, cooperation, and appropriate
behavior, which is able to benefit tasks including conversational information
retrieval, contextual information retrieval and retrieval-enhanced machine
learning. We propose a scalable approach for constructing a Sociocultural Norm
(SCN) Base using Large Language Models (LLMs) for socially aware dialogues. We
construct a comprehensive and publicly accessible Chinese Sociocultural
NormBase. Our approach utilizes socially aware dialogues, enriched with
contextual frames, as the primary data source to constrain the generating
process and reduce the hallucinations. This enables extracting of high-quality
and nuanced natural-language norm statements, leveraging the pragmatic
implications of utterances with respect to the situation. As real dialogue
annotated with gold frames are not readily available, we propose using
synthetic data. Our empirical results show: (i) the quality of the SCNs derived
from synthetic data is comparable to that from real dialogues annotated with
gold frames, and (ii) the quality of the SCNs extracted from real data,
annotated with either silver (predicted) or gold frames, surpasses that without
the frame annotations. We further show the effectiveness of the extracted SCNs
in a RAG-based (Retrieval-Augmented Generation) model to reason about multiple
downstream dialogue tasks.",http://arxiv.org/pdf/2410.03049v1
Revealing the Unseen: Guiding Personalized Diffusion Models to Expose Training Data,"Xiaoyu Wu, Jiaru Zhang, Steven Wu",2024-10-03,"Diffusion Models (DMs) have evolved into advanced image generation tools,
especially for few-shot fine-tuning where a pretrained DM is fine-tuned on a
small set of images to capture specific styles or objects. Many people upload
these personalized checkpoints online, fostering communities such as Civitai
and HuggingFace. However, model owners may overlook the potential risks of data
leakage by releasing their fine-tuned checkpoints. Moreover, concerns regarding
copyright violations arise when unauthorized data is used during fine-tuning.
In this paper, we ask: ""Can training data be extracted from these fine-tuned
DMs shared online?"" A successful extraction would present not only data leakage
threats but also offer tangible evidence of copyright infringement. To answer
this, we propose FineXtract, a framework for extracting fine-tuning data. Our
method approximates fine-tuning as a gradual shift in the model's learned
distribution -- from the original pretrained DM toward the fine-tuning data. By
extrapolating the models before and after fine-tuning, we guide the generation
toward high-probability regions within the fine-tuned data distribution. We
then apply a clustering algorithm to extract the most probable images from
those generated using this extrapolated guidance. Experiments on DMs fine-tuned
with datasets such as WikiArt, DreamBooth, and real-world checkpoints posted
online validate the effectiveness of our method, extracting approximately 20%
of fine-tuning data in most cases, significantly surpassing baseline
performance.",http://arxiv.org/pdf/2410.03039v1
CounterQuill: Investigating the Potential of Human-AI Collaboration in Online Counterspeech Writing,"Xiaohan Ding, Kaike Ping, Uma Sushmitha Gunturi, Buse Carik, Sophia Stil, Lance T Wilhelm, Taufiq Daryanto, James Hawdon, Sang Won Lee, Eugenia H Rho",2024-10-03,"Online hate speech has become increasingly prevalent on social media
platforms, causing harm to individuals and society. While efforts have been
made to combat this issue through content moderation, the potential of
user-driven counterspeech as an alternative solution remains underexplored.
Existing counterspeech methods often face challenges such as fear of
retaliation and skill-related barriers. To address these challenges, we
introduce CounterQuill, an AI-mediated system that assists users in composing
effective and empathetic counterspeech. CounterQuill provides a three-step
process: (1) a learning session to help users understand hate speech and
counterspeech; (2) a brainstorming session that guides users in identifying key
elements of hate speech and exploring counterspeech strategies; and (3) a
co-writing session that enables users to draft and refine their counterspeech
with CounterQuill. We conducted a within-subjects user study with 20
participants to evaluate CounterQuill in comparison to ChatGPT. Results show
that CounterQuill's guidance and collaborative writing process provided users a
stronger sense of ownership over their co-authored counterspeech. Users
perceived CounterQuill as a writing partner and thus were more willing to post
the co-written counterspeech online compared to the one written with ChatGPT.",http://arxiv.org/pdf/2410.03032v1
Flow Matching with Gaussian Process Priors for Probabilistic Time Series Forecasting,"Marcel Kollovieh, Marten Lienen, David Lüdke, Leo Schwinn, Stephan Günnemann",2024-10-03,"Recent advancements in generative modeling, particularly diffusion models,
have opened new directions for time series modeling, achieving state-of-the-art
performance in forecasting and synthesis. However, the reliance of
diffusion-based models on a simple, fixed prior complicates the generative
process since the data and prior distributions differ significantly. We
introduce TSFlow, a conditional flow matching (CFM) model for time series that
simplifies the generative problem by combining Gaussian processes, optimal
transport paths, and data-dependent prior distributions. By incorporating
(conditional) Gaussian processes, TSFlow aligns the prior distribution more
closely with the temporal structure of the data, enhancing both unconditional
and conditional generation. Furthermore, we propose conditional prior sampling
to enable probabilistic forecasting with an unconditionally trained model. In
our experimental evaluation on eight real-world datasets, we demonstrate the
generative capabilities of TSFlow, producing high-quality unconditional
samples. Finally, we show that both conditionally and unconditionally trained
models achieve competitive results in forecasting benchmarks, surpassing other
methods on 6 out of 8 datasets.",http://arxiv.org/pdf/2410.03024v1
Is Your Paper Being Reviewed by an LLM? Investigating AI Text Detectability in Peer Review,"Sungduk Yu, Man Luo, Avinash Madasu, Vasudev Lal, Phillip Howard",2024-10-03,"Peer review is a critical process for ensuring the integrity of published
scientific research. Confidence in this process is predicated on the assumption
that experts in the relevant domain give careful consideration to the merits of
manuscripts which are submitted for publication. With the recent rapid
advancements in the linguistic capabilities of large language models (LLMs), a
new potential risk to the peer review process is that negligent reviewers will
rely on LLMs to perform the often time consuming process of reviewing a paper.
In this study, we investigate the ability of existing AI text detection
algorithms to distinguish between peer reviews written by humans and different
state-of-the-art LLMs. Our analysis shows that existing approaches fail to
identify many GPT-4o written reviews without also producing a high number of
false positive classifications. To address this deficiency, we propose a new
detection approach which surpasses existing methods in the identification of
GPT-4o written peer reviews at low levels of false positive classifications.
Our work reveals the difficulty of accurately identifying AI-generated text at
the individual review level, highlighting the urgent need for new tools and
methods to detect this type of unethical application of generative AI.",http://arxiv.org/pdf/2410.03019v1
"Transforming Teachers' Roles and Agencies in the Era of Generative AI: Perceptions, Acceptance, Knowledge, and Practices",Xiaoming Zhai,2024-10-03,"This paper explores the transformative impact of Generative Artificial
Intelligence (GenAI) on teachers' roles and agencies in education, presenting a
comprehensive framework that addresses teachers' perceptions, knowledge,
acceptance, and practices of GenAI. As GenAI technologies, such as ChatGPT,
become increasingly integrated into educational settings, teachers are required
to adapt to evolving classroom dynamics, where AI plays a significant role in
content creation, personalized learning, and student engagement. However,
existing literature often treats these factors in isolation, overlooking how
they collectively influence teachers' ability to effectively integrate GenAI
into their pedagogical practices. This paper fills this gap by proposing a
framework that categorizes teachers into four roles -- Observer, Adopter,
Collaborator, and Innovator -- each representing different levels of GenAI
engagement, outlining teachers' agencies in GenAI classrooms. By highlighting
the need for continuous professional development and institutional support, we
demonstrate how teachers can evolve from basic GenAI users to co-creators of
knowledge alongside GenAI systems. The findings emphasize that for GenAI to
reach its full educational potential, teachers must not only accept and
understand its capabilities but also integrate it deeply into their teaching
strategies. This study contributes to the growing literature on GenAI in
education, offering practical implications for supporting teachers in
navigating the complexities of GenAI adoption.",http://arxiv.org/pdf/2410.03018v1
Differentiation and Specialization of Attention Heads via the Refined Local Learning Coefficient,"George Wang, Jesse Hoogland, Stan van Wingerden, Zach Furman, Daniel Murfet",2024-10-03,"We introduce refined variants of the Local Learning Coefficient (LLC), a
measure of model complexity grounded in singular learning theory, to study the
development of internal structure in transformer language models during
training. By applying these \textit{refined LLCs} (rLLCs) to individual
components of a two-layer attention-only transformer, we gain novel insights
into the progressive differentiation and specialization of attention heads. Our
methodology reveals how attention heads differentiate into distinct functional
roles over the course of training, analyzes the types of data these heads
specialize to process, and discovers a previously unidentified multigram
circuit. These findings demonstrate that rLLCs provide a principled,
quantitative toolkit for \textit{developmental interpretability}, which aims to
understand models through their evolution across the learning process. More
broadly, this work takes a step towards establishing the correspondence between
data distributional structure, geometric properties of the loss landscape,
learning dynamics, and emergent computational structures in neural networks.",http://arxiv.org/pdf/2410.02984v1
An explainable approach to detect case law on housing and eviction issues within the HUDOC database,"Mohammad Mohammadi, Martijn Wieling, Michel Vols",2024-10-03,"Case law is instrumental in shaping our understanding of human rights,
including the right to adequate housing. The HUDOC database provides access to
the textual content of case law from the European Court of Human Rights
(ECtHR), along with some metadata. While this metadata includes valuable
information, such as the application number and the articles addressed in a
case, it often lacks detailed substantive insights, such as the specific issues
a case covers. This underscores the need for detailed analysis to extract such
information. However, given the size of the database - containing over 40,000
cases - an automated solution is essential.
  In this study, we focus on the right to adequate housing and aim to build
models to detect cases related to housing and eviction issues. Our experiments
show that the resulting models not only provide performance comparable to more
sophisticated approaches but are also interpretable, offering explanations for
their decisions by highlighting the most influential words. The application of
these models led to the identification of new cases that were initially
overlooked during data collection. This suggests that NLP approaches can be
effectively applied to categorise case law based on the specific issues they
address.",http://arxiv.org/pdf/2410.02978v1
F-Fidelity: A Robust Framework for Faithfulness Evaluation of Explainable AI,"Xu Zheng, Farhad Shirani, Zhuomin Chen, Chaohao Lin, Wei Cheng, Wenbo Guo, Dongsheng Luo",2024-10-03,"Recent research has developed a number of eXplainable AI (XAI) techniques.
Although extracting meaningful insights from deep learning models, how to
properly evaluate these XAI methods remains an open problem. The most widely
used approach is to perturb or even remove what the XAI method considers to be
the most important features in an input and observe the changes in the output
prediction. This approach although efficient suffers the Out-of-Distribution
(OOD) problem as the perturbed samples may no longer follow the original data
distribution. A recent method RemOve And Retrain (ROAR) solves the OOD issue by
retraining the model with perturbed samples guided by explanations. However,
the training may not always converge given the distribution difference.
Furthermore, using the model retrained based on XAI methods to evaluate these
explainers may cause information leakage and thus lead to unfair comparisons.
We propose Fine-tuned Fidelity F-Fidelity, a robust evaluation framework for
XAI, which utilizes i) an explanation-agnostic fine-tuning strategy, thus
mitigating the information leakage issue and ii) a random masking operation
that ensures that the removal step does not generate an OOD input. We designed
controlled experiments with state-of-the-art (SOTA) explainers and their
degraded version to verify the correctness of our framework. We conducted
experiments on multiple data structures, such as images, time series, and
natural language. The results demonstrate that F-Fidelity significantly
improves upon prior evaluation metrics in recovering the ground-truth ranking
of the explainers. Furthermore, we show both theoretically and empirically
that, given a faithful explainer, F-Fidelity metric can be used to compute the
sparsity of influential input components, i.e., to extract the true explanation
size.",http://arxiv.org/pdf/2410.02970v1
